# Generated by mutraff_edges_csv.py , by alvaro.paricio@uah.es
id,lat,long
-373638490#1,370869583,2565206259
-373638490#2,370869617,370869583
-373638490#3,370869653,370869617
-373638490#4,370869651,370869653
-373638490#5,4224713034,370869651
-373795575,370872747,3772062500
-378118811,3815353043,3815353042
-378121653,1376906879,1376906718
-378122091,3815388756,311421956
-378122230#0,3815389404,311421951
-378122230#1,3815389405,3815389404
-380683010#0,3852015783,3840070164
-380683010#1,3840070167,3852015783
-380683010#2,4313581246,3840070167
-380683010#3,3840070173,4313581246
-380683010#4,3840070166,3840070173
-380887380#0,423006488,259509089
-380887380#1,2850150909,423006488
-380887380#2,2300824867,2850150909
-380887380#3,1705000774,2300824867
-380887380#4,1705000603,1705000774
-380887380#5,259509091,1705000603
-380887380#6,259509092,259509091
-380887380#7,259509093,259509092
-380892200#0,423004538,370531830
-380892200#1,914796390,423004538
-380892201#0,4405113588,259506489
-380892201#1,259509002,4405113588
-381991688#0,258583793,259862793
-381991688#1,258583794,258583793
-381991688#2,4313581218,258583794
-381991688#3,4313581220,4313581218
-381991688#4,3840070164,4313581220
-381991688#5,3855494359,3840070164
-381991688#6,893556384,3855494359
-381991689,259862796,259862793
-382019868,3852207574,3852207573
-382109583#0,3853097686,1376907145
-382109583#1,3853097677,3853097686
-382109583#2,3853097675,3853097677
-382109583#3,3853097672,3853097675
-382109583#4,3853097671,3853097672
-382109583#5,3853097672,3853097671
-382109587,3853097675,3853097671
-382109588#0,3853097677,3853097676
-382109588#1,3853097686,3853097677
-382134172#0,1376906757,991979862
-382134172#1,259134158,1376906757
-382134172#2,259134160,259134158
-384218922,3875123451,3875123443
-385760032,259091767,259092050
-386810381,3901543734,1053030653
-386810383#0,3901543734,3901543749
-386810383#1,3901543749,3901543734
-387125198,3904530527,3904530526
-38781736,1060396434,1060396479
-394645222#0,3976209134,3976209132
-394645222#1,3976209133,3976209134
-394645223,3976209135,3976209134
-394646708,3976221000,3976220999
-394646711,3976221005,3976221004
-394647236,311422205,2081286178
-394648868,3976235555,3976235554
-394649075#0,3976243684,3976237686
-394649075#1,4307307795,3976243684
-394649075#2,3976237687,4307307795
-394649076,3976237689,3976237688
-394649077,3976237691,3976237690
-404805670,4070622149,4070622148
-405649771,258584559,258584560
-406068842,1404485736,311422933
-406068843,2606197696,1404485736
-408625732#0,259509209,259509117
-408625732#1,259509212,259509209
-408625732#2,259509091,259509212
-408625732#3,1705000700,259509091
-408625732#4,259509507,1705000700
-408625733,259509117,259509116
-408625734,209040087,259509116
-408875678#0,258720886,258720885
-408875678#1,258720887,258720886
-408875679#0,3086181214,258720885
-408875679#1,4069160918,3086181214
-408875679#2,1930321956,4069160918
-408875679#3,3972432548,1930321956
-408875679#4,3987064013,3972432548
-408875679#5,311296808,3987064013
-408880654#0,209055910,422996237
-408880654#1,765880497,209055910
-408922028#0,370532335,1705000721
-408922028#1,311422049,370532335
-408922028#2,2683789705,311422049
-408922028#3,311296566,2683789705
-408922028#4,370532353,311296566
-408922028#5,311296581,370532353
-408922032#0,259134800,1705000707
-408922032#1,1705000721,259134800
-408961937,259094272,259094271
-408961938,1705071511,370531050
-408961939,259096246,370531072
-408961940,258720872,258721277
-408963357,259134788,311296716
-409041501#0,370531654,311296581
-409041501#1,1476745473,370531654
-409041501#2,2565206273,1476745473
-409041501#3,1476745508,2565206273
-409041501#4,370531591,1476745508
-409041501#5,422999494,370531591
-409041501#6,422999735,422999494
-409041501#7,2582837798,422999735
-409044039#0,2622854546,259092060
-409044039#1,370872634,2622854546
-409044039#2,370531287,370872634
-409044039#3,4000835669,370531287
-409044039#4,258710170,4000835669
-409073638#0,1060414014,259133761
-409073638#1,3770784641,1060414014
-409073638#2,1757096823,3770784641
-409073638#3,1373121469,1757096823
-409073638#4,370604448,1373121469
-409073638#5,1459246376,370604448
-409073638#6,1459246379,1459246376
-409073638#7,370603907,1459246379
-409073640,259720013,259720012
-409073641#0,259720112,901860391
-409073641#1,259720092,259720112
-409073641#2,4067296083,259720092
-409073641#3,259720093,4067296083
-409073641#4,4067296692,259720093
-409073641#5,259720094,4067296692
-409073646,1351118613,1351118608
-409073647#0,3508410309,1351118617
-409073647#1,1351118614,3508410309
-409073648,1351118612,1373121225
-409073649#0,1351118611,1351118612
-409073649#1,1373121198,1351118611
-409073650#0,3508410318,3508410326
-409073650#1,3508410313,3508410318
-409073650#2,1351118615,3508410313
-409076845,258850725,833670367
-409076848#0,894984519,907447147
-409076848#1,4112349475,894984519
-409076848#2,259133568,4112349475
-409139012,258583787,370531289
-409139013,259092058,259092057
-409243929#0,3815353040,259094457
-409243929#1,3762468180,3815353040
-409243929#2,3762468176,3762468180
-409243929#3,422979392,3762468176
-409262275,259860700,259860695
-409262276,259861835,1376906853
-409262277#0,4111998712,259861833
-409262277#1,1376906853,4111998712
-409263093#0,370349333,370349331
-409263093#1,370349334,370349333
-409263094,370599583,370349331
-409333977,2549070502,370872655
-409333980#0,1688988706,1688988703
-409333980#1,2622854531,1688988706
-409333980#2,311421969,2622854531
-409333982,1688988785,1688988756
-409341278,258589188,258589187
-409609286,991966652,893556384
-416854415,806943685,1131520851
-416854420,1131520851,806944746
-416975996,247047322,806943726
-421819873,311422029,258720874
-421819916#0,259090895,1704922597
-421819916#1,1704922587,259090895
-421819916#2,1704922590,1704922587
-422507344#0,422996446,2619592936
-422507344#1,672773545,422996446
-422507344#2,1705717491,672773545
-422507344#3,672773542,1705717491
-422507344#4,422996618,672773542
-422507344#5,209055825,422996618
-422507344#6,2582837791,209055825
-422509560,907384518,259092159
-422632975,907384545,907384518
-422736334,4224713037,4224713038
-422736348#0,370870344,2052823794
-422736348#1,370869884,370870344
-424607717,4240076449,4240076473
-424607722,4240076476,4240076452
-424825345,886712397,4241990631
-424825353,1060459190,4241990601
-424825355#0,4241990611,1060459090
-424825355#1,1060458886,4241990611
-429375355,423004924,423004792
-429375360,4284991142,3034645779
-429375363,2825988603,423001562
-429375376,366191917,4240076480
-433171722,1351118614,1351118613
-435229582,4331642416,259861765
-443446515#0,3508410308,1351118615
-443446515#1,3508410311,3508410308
-443446515#2,1373121217,3508410311
-443446515#3,1329797966,1373121217
-444022501,4415228481,4415228480
-446182792#0,1165482272,311422392
-446182792#1,1165482327,1165482272
-44785747,259094846,259094845
-45834700#0,259254535,259254530
-45834700#1,2274365814,259254535
-45834700#2,259254536,2274365814
-45834700#3,2274365873,259254536
-45834700#4,2274365887,2274365873
-45834700#5,259134673,2274365887
-45896971,585120594,585120576
-45896972#0,3411003655,585120618
-45896972#1,585120567,3411003655
-46925280,598986512,598986511
-46929201#0,599016161,599016158
-46929201#1,585120702,599016161
-46929204#0,3541614437,585120691
-46929204#1,1637896845,3541614437
-46929204#2,1637896735,1637896845
-46929204#3,1637896622,1637896735
-46929204#4,1637896542,1637896622
-46929204#5,1637896385,1637896542
-46929204#6,246256417,1637896385
-46929204#7,585120568,246256417
-50170562,637776251,637776053
-50170565#0,637776052,637776073
-50170565#1,3579366499,637776052
-50170565#2,637776054,3579366499
-50170565#3,3579366351,637776054
-50170565#4,3579366340,3579366351
-50170565#5,1639230368,3579366340
-50170565#6,637776243,1639230368
-50170566,3577719447,637776073
-50170568#0,4498992440,420418857
-50170568#1,637776243,4498992440
-50170568#2,637776242,637776243
-50170570#0,3410548567,637776109
-50170570#1,637775565,3410548567
-50170571#0,1376907335,637775564
-50170571#1,1376907395,1376907335
-50170571#2,1376906482,1376907395
-50170571#3,1376906753,1376906482
-50170571#4,637775609,1376906753
-50170572#0,3594997053,1060334614
-50170572#1,1376906988,3594997053
-50170572#10,1376906586,1376906664
-50170572#11,2027136088,1376906586
-50170572#12,2027136071,2027136088
-50170572#13,1376907045,2027136071
-50170572#14,2027136065,1376907045
-50170572#15,2027136050,2027136065
-50170572#16,2027136085,2027136050
-50170572#17,1222027028,2027136085
-50170572#18,2027136040,1222027028
-50170572#19,2273234454,2027136040
-50170572#2,1376907155,1376906988
-50170572#20,1376906536,2273234454
-50170572#21,1376906466,1376906536
-50170572#22,1629726449,1376906466
-50170572#23,637775564,1629726449
-50170572#24,637775583,637775564
-50170572#25,637775582,637775583
-50170572#3,1376906495,1376907155
-50170572#4,1376906654,1376906495
-50170572#5,1376906674,1376906654
-50170572#6,2027136095,1376906674
-50170572#7,1376906277,2027136095
-50170572#8,2027136102,1376906277
-50170572#9,1376906664,2027136102
-50170575#0,637775609,637775607
-50170575#1,637775611,637775609
-50170575#2,637775613,637775611
-50170575#3,1629726538,637775613
-50170576,637775604,637775647
-50170579#0,637775601,370599370
-50170579#1,637775648,637775601
-50170579#2,370599371,637775648
-50170584#0,370599640,370599639
-50170584#1,370599641,370599640
-50170585#0,637775584,637775582
-50170585#1,637775590,637775584
-50170586#0,370599641,637775595
-50170586#1,637775605,370599641
-50170586#2,370599771,637775605
-50170586#3,637775604,370599771
-50170586#4,370349333,637775604
-50170586#5,370706876,370349333
-50170590,370599640,370599370
-50170592,637775595,637775594
-50170593,637775603,637775605
-50170594,637775648,637775627
-50170601,1629726653,637775627
-50170604#0,637775614,637775616
-50170604#1,1629726871,637775614
-50170604#2,1629726864,1629726871
-50170604#3,1629726698,1629726864
-50170604#4,637775612,1629726698
-50170604#5,637775607,637775612
-50170605#0,637775629,637775623
-50170605#1,1629726646,637775629
-50170605#2,1629726586,1629726646
-50170605#3,637775628,1629726586
-50170608#0,370599371,370599703
-50170608#1,637775652,370599371
-50170609,637775651,637775657
-50170610,637775661,637775659
-50170620#0,1639230380,1639230409
-50170620#1,1639230368,1639230380
-50170636#0,637776162,585120582
-50170636#1,1060396477,637776162
-50170636#2,637776174,1060396477
-50170637,637776161,585120582
-50170638#0,637776161,637776151
-50170638#1,637776174,637776161
-50170638#2,637776181,637776174
-50170638#3,637776176,637776181
-50170641,322086123,322086130
-50170643,637776240,637776241
-53161690#0,2582837796,2582837791
-53161690#1,2582837794,2582837796
-53163825#0,672791148,311472529
-53163825#1,672791132,672791148
-61238144,259091708,765364238
-61238145#0,4396492439,259092612
-61238145#1,259091738,4396492439
-61238148#0,4396492444,259091738
-61238148#1,259091763,4396492444
-61238148#2,4396492442,259091763
-61238148#3,765364238,4396492442
-61312529,364537139,258720386
-61312536#0,672773531,422996772
-61312536#1,914796423,672773531
-61312536#2,3627841236,914796423
-61312536#3,258581436,3627841236
-66732641,247047335,247047381
-66732645,806943726,247047327
-66732647,806943741,247047324
-66732651,247047302,258587264
-66732672,806943963,247047299
-66732721,806944553,807828488
-66848911#0,409505976,1131521028
-66848911#1,409504804,409505976
-67079133#0,259861655,259094819
-67079133#1,370868994,259861655
-67079133#2,259094823,370868994
-67079133#3,259094825,259094823
-67079133#4,810520837,259094825
-67091822#0,914783828,810520875
-67091822#1,259094835,914783828
-67091822#2,847712744,259094835
-67091822#3,1639229936,847712744
-69966120#0,4112349473,259133568
-69966120#1,370531351,4112349473
-69966120#2,370531379,370531351
-69966120#3,886803977,370531379
-69966120#4,4112349453,886803977
-69966120#5,886752924,4112349453
-71213415#0,2924347249,847712672
-71213415#1,2624118298,2924347249
-71213415#2,2624118312,2624118298
-71213415#3,847712683,2624118312
-71213415#4,2924347282,847712683
-71213415#5,901860413,2924347282
-71213424#0,2924347234,259720012
-71213424#1,2924347224,2924347234
-75117816#0,311421891,259134202
-75117816#1,311421862,311421891
-75117816#10,1376906477,259094470
-75117816#11,311421762,1376906477
-75117816#12,259094471,311421762
-75117816#2,1376906381,311421862
-75117816#3,259094463,1376906381
-75117816#4,311421872,259094463
-75117816#5,311421884,311421872
-75117816#6,1379337570,311421884
-75117816#7,311421883,1379337570
-75117816#8,311421827,311421883
-75117816#9,259094470,311421827
-75117822#0,2565206264,886712552
-75117822#1,259253751,2565206264
-75117823,1128916666,246688664
-75117824#0,886804043,259720094
-75117824#1,895901142,886804043
-75117824#2,895901225,895901142
-75117824#3,847712756,895901225
-75117833,259717502,259717505
-75117835#0,370870759,886712654
-75117835#1,2620298616,370870759
-75117835#2,370870739,2620298616
-75117839,259717298,259717294
-75117840,259134775,259719603
-75117846,1222026619,259133878
-75117849#0,1425500667,259133601
-75117849#1,3051828086,1425500667
-75117849#2,259133602,3051828086
-75117853,259253753,259253752
-75117860#0,1849049515,259717581
-75117860#1,1849049519,1849049515
-75117860#2,2024908765,1849049519
-75117860#3,259717582,2024908765
-75117860#4,259717583,259717582
-75117862#0,2624118120,886712536
-75117862#1,259253988,2624118120
-75117862#2,2274365602,259253988
-75117862#3,2624118237,2274365602
-75117862#4,259253989,2624118237
-75117865,259719673,259719671
-75117866#0,3051828084,259133584
-75117866#1,258850725,3051828084
-75117873,311296940,259094846
-75117874#0,886803946,886712645
-75117874#1,886712654,886803946
-75117881#0,891050728,259133877
-75117881#1,259133878,891050728
-75117883#0,370603640,259719731
-75117883#1,259719732,370603640
-75117883#2,259719734,259719732
-75117884#0,2606136408,259094850
-75117884#1,370872010,2606136408
-75117884#2,370531356,370872010
-75117884#3,259094851,370531356
-75117884#4,833670367,259094851
-75117886,886711260,886803946
-75117887#0,886711598,886711180
-75117887#1,886712654,886711598
-75117887#2,259133604,886712654
-75117888,259253752,259253751
-75117892,259134180,259134181
-75117893,370872265,311296940
-75117896,259133604,311296892
-75117900,259133799,259717499
-75117905,311296894,311296892
-75117921#0,259253988,259717298
-75117921#1,891050728,259253988
-75117922,259720013,259720094
-75117923#0,370871687,258850725
-75117923#1,311296878,370871687
-75117923#2,370871734,311296878
-75117923#3,370871895,370871734
-75117923#4,370871389,370871895
-75117923#5,886711180,370871389
-75117926#0,259133617,886711180
-75117926#1,370870760,259133617
-75117926#2,2601000543,370870760
-75117926#3,370870740,2601000543
-75117926#4,2601000526,370870740
-75117926#5,258589187,2601000526
-75123401#0,259133797,259133799
-75123401#1,259133751,259133797
-75126438#0,1373121212,311296894
-75126438#1,1351118615,1373121212
-75126522,259133661,259133660
-75126644,259133660,259133659
-75482895#0,370870779,258589185
-75482895#1,258589187,370870779
-75482905,259134160,3855467036
-75482908,3855467039,3855467036
-75482919,894984491,258589184
-75689640,2274365606,259133874
-75689696,259133801,259717662
-75689697,259133805,259717636
-75689947#0,422978131,259134160
-75689947#1,311421699,422978131
-75689947#2,259134168,311421699
-75689947#3,259134169,259134168
-75689947#4,259134171,259134169
-75689947#5,3086181494,259134171
-75689947#6,259134173,3086181494
-75689979,322086046,322086010
-75810131#0,894984499,894984506
-75810131#1,370872477,894984499
-75810131#2,370872616,370872477
-75810132#0,259262700,259134597
-75810132#1,259262524,259262700
-75810133#0,259254519,259262206
-75810133#1,370578650,259254519
-75810133#2,259254521,370578650
-75810133#3,259261818,259254521
-75810134,370578711,370578650
-75810136,259261968,259262114
-75810137,259094850,370872265
-75810140#0,259717502,259133799
-75810140#1,259717503,259717502
-75810140#2,3306511129,259717503
-75810140#3,3306511126,3306511129
-75810140#4,3770784701,3306511126
-75810140#5,259717504,3770784701
-75810143,259719644,259719673
-75810148,258589185,894984491
-75810149#0,259254522,259254521
-75810149#1,259254523,259254522
-75810150,260697556,260697554
-75810152,259254691,259254690
-75902130#0,895901147,895901140
-75902130#1,895901223,895901147
-75902132#0,259718175,895901223
-75902132#1,1734514688,259718175
-75902132#2,1373121724,1734514688
-75902132#3,1734508688,1373121724
-75902132#4,259718177,1734508688
-75902132#5,3770784652,259718177
-75902132#6,901860362,3770784652
-75902139#0,3161971519,370604135
-75902139#1,901860423,3161971519
-76259301,899610148,260697814
-76259305#0,2618947199,2603387891
-76259305#1,899610148,2618947199
-76259306#0,899610167,3198379595
-76259306#1,899610180,899610167
-76259307,370870278,259133886
-76259309,2606136414,370872616
-76259313,899610150,370872442
-76508297#0,1373121636,1373121678
-76508297#1,2924347252,1373121636
-76508297#2,4067296796,2924347252
-76508297#3,4067296793,4067296796
-76508297#4,259720012,4067296793
-76508298,901860365,901860512
-76508306,259861491,259861490
-76508308#0,4498992352,259861586
-76508308#1,259861587,4498992352
-76508308#2,259861588,259861587
-76508317,430169807,1704922599
-76508319#0,259861590,259861588
-76508319#1,259861591,259861590
-76508323#0,259719642,901860470
-76508323#1,259719644,259719642
-76508327,901860459,901860449
-76508335,259133662,259861593
-77058958#0,2549112800,259091883
-77058958#1,259091881,2549112800
-77058960#0,2608154619,259091767
-77058960#1,258710168,2608154619
-77058967,370869655,370869617
-77058980,259091883,259091882
-77058986,259092159,258710168
-77058988,907384550,259092293
-77065287#0,370531247,370531245
-77065287#1,4112476971,370531247
-77065287#2,2590644181,4112476971
-77065287#3,2549070504,2590644181
-77065287#4,4112476956,2549070504
-77065287#5,2622854562,4112476956
-77065287#6,370531248,2622854562
-77702064#0,914796403,2501588108
-77702064#1,259719730,914796403
-77806020,2160951824,914796428
-85526059#0,259134190,259094471
-85526059#1,259134194,259134190
-85526062,259134192,259134190
-85526063,893556389,991966678
-85526064,991966678,991966652
-85526065#0,991966724,991966638
-85526065#1,991966654,991966724
-85526066#0,991966702,258714775
-85526066#1,991966724,991966702
-85526066#2,991966693,991966724
-85892135#0,1629726190,311472359
-85892135#1,3625778824,1629726190
-85892135#2,1376906881,3625778824
-85892135#3,996950448,1376906881
-85892135#4,674433825,996950448
-85892135#5,674433832,674433825
-85892135#6,2606197932,674433832
-85892135#7,996950238,2606197932
-90746316,1053030338,1053030251
-90746317,1053030334,4485301996
-90746319#0,1053030264,1053030210
-90746319#1,1053030498,1053030264
-90746319#2,409502730,1053030498
-90746321,409504254,409502785
-90746324#0,1053029995,1053030369
-90746324#1,409504533,1053029995
-90746324#2,409504537,409504533
-90746325#0,1053030366,1053030528
-90746325#1,1053030147,1053030366
-90746327#0,1053030466,1053030658
-90746327#1,4224713024,1053030466
-90746327#2,1053030366,4224713024
-90746327#3,1053030598,1053030366
-90746330,1053030024,4485301997
-90746331#0,1053030369,1053030086
-90746331#1,1053030230,1053030369
-90746332#0,4224713023,1053030681
-90746332#1,1053030528,4224713023
-90746332#2,1053030665,1053030528
-91332255,259262114,1060334477
-91332269#0,259254529,1060334985
-91332269#1,259254530,259254529
-91339213,322074486,1008995846
-91341787,1060413982,1060413938
-91341791,259860695,259860694
-91348367#0,3777794295,1060458983
-91348367#1,3777794322,3777794295
-91348367#2,4241990617,3777794322
-91348367#3,4241990607,4241990617
-91348367#4,1060459090,4241990607
-91348367#5,1060459190,1060459090
-91348367#6,1060458886,1060459190
-91348367#7,4241990627,1060458886
-91348367#8,1060458728,4241990627
-91348377#0,3777794282,1060459050
-91348377#1,3777794327,3777794282
-91348377#2,886803925,3777794327
-91348377#3,3569789620,886803925
-91348377#4,1060458728,3569789620
-91348377#5,886804335,1060458728
-91348386#0,258850169,209055858
-91348386#1,370870927,258850169
-91348386#2,209055903,370870927
-91348386#3,370871204,209055903
-91348386#4,258578508,370871204
-91348386#5,311296886,258578508
-91348386#6,2619592942,311296886
-91348386#7,2606197611,2619592942
-91348386#8,209055947,2606197611
-91348388,1060459098,1060459065
-93098934#0,370871833,370871389
-93098934#1,3051828068,370871833
-93098934#2,370871712,3051828068
-95159032#0,409504492,1103871080
-95159032#1,3594997012,409504492
-95159032#2,247047059,3594997012
-95159034,1103871244,409506030
-95159035,409504349,409504348
-95159036#0,1103870912,1103871105
-95159036#1,3363450393,1103870912
-95159040,1103870932,1103870912
-95159041,409504484,1103871190
-95159046,409506032,1103871118
-95159048,409504486,1103871261
-95159050#0,259134529,1103871083
-95159050#1,259134530,259134529
-96617220#0,1455733789,409505976
-96617220#1,409505744,1455733789
-96617222#0,1103871268,409504370
-96617222#1,409504372,1103871268
-96617222#2,409504374,409504372
-96617222#3,409504372,409504374
-97751395,3363448117,247047384
-97751401,807828503,1131521027
-97751404,1131520913,1131520758
-97751406#0,2062206363,806943685
-97751406#1,247047384,2062206363
-97751424,1131521028,807828482
-97751427,1131520801,1131520913
-97751434,1131520853,1119354809
-97751446,1131520758,1053030208
-97751456,1131520818,1131520992
-98489516,1139411771,409505472
-98489517,1139411771,1139411796
100851682,1165482328,1165482312
100851688,1165482290,1165482328
100851690,1165482312,1165482325
100851694,243763270,1165482325
100851695,1165482272,1165482322
100851698,2606197911,4002086840
103584157,1195985289,311472409
103584159,1195985114,1195985533
103584164,1195985652,1195985748
103584172,1053030257,1053030124
103584184#0,1195985676,1195985114
103584184#1,1195985114,1195985676
103584189#0,1195985604,1195985652
103584189#1,1195985652,1195985765
103584189#2,1195985765,311472410
103584189#3,311472410,2673367000
103584189#4,2673367000,2027052028
103584189#5,2027052028,311472411
103584204,1053030175,1195985073
103584211#0,1195985503,311472492
103584211#1,311472492,1195985434
103584211#2,1195985434,311472507
103584211#3,311472507,311472515
103584211#4,311472515,1195985321
103584211#5,1195985321,259133913
103584214#0,311472409,1195985464
103584214#1,1195985464,1195985503
103584214#2,1195985503,1195985604
103584214#3,1195985604,311472409
103584227,1195985515,1195985434
103584239,1195985765,1195985378
106134314#0,259133879,2608202808
106134314#1,2608202808,1222026619
106134323,1222027143,259253756
106134328,259133885,1222027487
106134330#0,259253756,370533487
106134330#1,370533487,886712383
106134332#0,637775621,1376907087
106134332#1,1376907087,1222027099
106134332#2,1222027099,1222026627
106134336,370533589,259133885
106134345#0,1060334880,1376906721
106134345#1,1376906721,2027136248
106134345#2,2027136248,637775621
106134346,886635730,1222027483
106134352,286280476,286280828
106134357,1222027478,286280847
106134366,259253753,259253754
106134372,1222027498,1222027143
106134374,1222027498,1222027346
106134375,1222027417,1222027498
106134378,286280848,1222027478
106134380#0,1222026619,2608202805
106134380#1,2608202805,1222027245
106134383,1222026879,259253753
106134388#0,259253754,1222027417
106134388#1,1222027417,1222027346
106134388#2,1222027346,1222027088
106134388#3,1222027088,1222026879
106134388#4,1222026879,259253754
106134392#0,1222027487,259133886
106134392#1,259133886,370869888
106134392#2,370869888,370870032
106134397#0,370533589,4470321645
106134397#1,4470321645,259133882
106147507,459971345,534863422
106147508,1222113344,1222113359
107300810,247047513,247047498
112154458,370349009,370348650
112154460,311296938,370531377
116231961#0,1060413965,259860442
116231961#1,259860442,259860452
117976252#0,1060458687,3569789609
117976252#1,3569789609,1060458789
117976256,1060458687,886712658
118195325#0,1329797917,2565206252
118195325#1,2565206252,1329797950
118195326#0,258589180,1329797942
118195326#1,1329797942,1329797915
118195326#2,1329797915,1329797982
118195326#3,1329797982,1329797940
118195326#4,1329797940,1329797945
118195326#5,1329797945,258589180
118195327#0,1329797971,3770784530
118195327#1,3770784530,370869769
118195327#2,370869769,3770784501
118195327#3,3770784501,3770784498
118195327#4,3770784498,370869748
118195327#5,370869748,1329797979
118195328#0,259133783,302332271
118195328#1,302332271,3770784725
118195328#2,3770784725,259133785
118195330#0,886752499,2501588060
118195330#1,2501588060,1329797979
118195331,1329797971,1329797942
118195332,1329797966,311296893
118195333,1329797917,1329797972
118195334,258589180,1329797971
118195335,1329797940,1329797919
118195336,259133783,2582837751
118195337,2582837760,1329797954
118195338,1329797979,886752242
118195339,1329797915,1329797950
118195340,1329797916,2582837760
118195341,1329797930,1329797966
118195342#0,2565206248,1329797916
118195342#1,1329797916,2582837761
118195342#2,2582837761,259134776
118195343,1329797950,1329797982
118195344#0,2582837773,2501588007
118195344#1,2501588007,2501588009
118195344#2,2501588009,886752880
118201155#0,895901208,259717814
118201155#1,259717814,259717799
118201157,311296898,259719734
118201159,246254022,246254024
118201163#0,1373121868,259718093
118201163#1,259718093,259717973
118201165#0,370604213,370604220
118201165#1,370604220,370604216
118201165#2,370604216,895901183
118201165#3,895901183,1373121785
118201167#0,246254470,246254475
118201167#1,246254475,246253361
118201170#0,259719734,259719741
118201170#1,259719741,259719743
118201170#2,259719743,2633066502
118201170#3,2633066502,2337259685
118201172#0,1373121762,370604132
118201172#1,370604132,370604214
118201172#2,370604214,370604135
118201172#3,370604135,370604213
118201172#4,370604213,4111998356
118201172#5,4111998356,259134725
118201172#6,259134725,259717972
118201172#7,259717972,4111998386
118201172#8,4111998386,259134724
118201174#0,246254469,1329861968
118201174#1,1329861968,1329861982
118201174#2,1329861982,246254470
118201174#3,246254470,246254021
118201174#4,246254021,1329861964
118201174#5,1329861964,246254022
118201174#6,246254022,246254469
120509978,1351112712,1351112710
120510393#0,1373121229,2069893534
120510393#1,2069893534,3508410338
120510393#2,3508410338,1351118607
120510393#3,1351118607,1351118605
120510394,1351118611,1351118617
120510395,1351118608,1351118606
120510396,1351118612,1351118617
120510397,1351118620,1351112711
121986464,1329797919,1329797945
123021264#0,1060413939,3161971513
123021264#1,3161971513,1373121706
123021264#2,1373121706,1373121762
123021264#3,1373121762,1373121785
123021264#4,1373121785,1373121814
123021266#0,1373121931,1373121936
123021266#1,1373121936,1373121946
123021266#2,1373121946,1373121955
123021267#0,1373121846,1373121865
123021267#1,1373121865,1373121868
123021267#2,1373121868,1373121899
123021269#0,895901223,1373121757
123021269#1,1373121757,370604448
123021275,1351118607,1351118613
123021276,1351118610,1351118608
123021280#0,258850724,2606197606
123021280#1,2606197606,1373121191
123021280#2,1373121191,1373121160
123021280#3,1373121160,311296886
123483728#0,422979392,259094459
123483728#1,259094459,259094461
123483728#2,259094461,1376906888
123483728#3,1376906888,311421892
123483728#4,311421892,259134202
123483740#0,1376906896,1376906395
123483740#1,1376906395,1376906695
123483741,1376907481,1376907321
123483750#0,1376906742,1376907014
123483750#1,1376907014,1376906644
123483753#0,1376907323,1376906981
123483753#1,1376906981,1376907021
123483753#2,1376907021,1376906816
123483753#3,1376906816,1376907252
123483753#4,1376907252,1376907155
123483754#0,1376907434,1376907397
123483754#1,1376907397,1376906550
123483754#2,1376906550,1376906375
123483754#3,1376906375,1376906896
123483754#4,1376906896,370868996
123483760#0,259134245,3815353041
123483760#1,3815353041,3815360038
123483760#2,3815360038,3815373537
123483760#3,3815373537,3815365691
123483760#4,3815365691,259134244
123483762#0,1376906431,1376906594
123483762#1,1376906594,1376906760
123483762#2,1376906760,1376907185
123483762#3,1376907185,1222026627
123483766,322086012,1376906608
123483779,1376906275,1376907339
123483783#0,1376907047,1376907260
123483783#1,1376907260,1376906375
123483787#0,1376906391,2270974264
123483787#1,2270974264,2027136209
123483787#2,2027136209,1376906522
123483787#3,1376906522,2027136216
123483787#4,2027136216,2027136193
123483787#5,2027136193,1222027182
123483787#6,1222027182,2027136179
123483787#7,2027136179,1376906559
123483787#8,1376906559,1376907221
123483789,1376906403,1376907467
123483790,991966639,991966702
123483798#0,1376906493,1376907490
123483798#1,1376907490,1376906826
123483814#0,1376907387,1376906806
123483814#1,1376906806,2027136196
123483814#2,2027136196,1222027349
123483814#3,1222027349,2027136199
123483814#4,2027136199,2027136220
123483814#5,2027136220,1376906683
123483814#6,1376906683,2027136222
123483814#7,2027136222,1376906970
123483814#8,1376906970,1376906485
123483817#0,1376906495,1376906589
123483817#1,1376906589,1376906816
123483820,1376906477,1376907216
123483821#0,1376907185,1376907351
123483821#1,1376907351,2027136224
123483821#2,2027136224,1376906683
123483821#3,1376906683,1376906522
123483821#4,1376906522,2027136203
123483821#5,2027136203,1376906270
123483821#6,1376906270,2027136075
123483821#7,2027136075,1376907045
123483822#0,246255595,3577719398
123483822#1,3577719398,1376907093
123483825#0,3855467039,3855467046
123483825#1,3855467046,3855467051
123483825#2,3855467051,322086008
123483829#0,259861762,1376907100
123483829#1,1376907100,1376907268
123483836,1376906292,1376907356
123483851#0,1376907222,1376906742
123483851#1,1376906742,1376906644
123483851#2,1376906644,1376906268
123483851#3,1376906268,1376906913
123483851#4,1376906913,1376906391
123483851#5,1376906391,1376906485
123483851#6,1376906485,1376906431
123483851#7,1376906431,1376906577
123483851#8,1376906577,1376907222
123483852,1376907307,1376906639
123483854,1376906900,1376906737
123483857#0,259862791,259862790
123483857#1,259862790,259862787
123483857#2,259862787,259862786
123483857#3,259862786,2779166203
123483857#4,2779166203,267044838
123483861,3855524223,1376907238
123483880#0,1376906654,1376906423
